Season Game,Date,player_age,Team,game_location,Opponent,game_result,Games Started,Minutes Played,Field Goals,Field Goal Attempts,Field Goal Percentage,3-Point Field Goals,3-Point Field Goal Attempts,3-Point Field Goal Percentage,Free Throws,Free Throw Attempts,Free Throw Percentage,Offensive Rebounds,Defensive Rebounds,Total Rebounds,Assists,Steals,Blocks,Turnovers,Personal Fouls,Points,Game Score
26,1984-12-15,21-302,CHI,Home,PHI,L (-12),1,27:00,7,16,.438,0,0,,0,0,,1,1,2,2,1,0,1,2,14,7.2
27,1984-12-18,21-305,CHI,Home,HOU,L (-8),1,45:00,8,20,.400,0,1,.000,2,4,.500,1,2,3,8,3,0,1,2,18,14.5
28,1984-12-20,21-307,CHI,Away,ATL,W (+3),1,41:00,12,22,.545,0,0,,10,16,.625,4,4,8,7,5,1,7,5,34,26.6
29,1984-12-22,21-309,CHI,Home,BOS,W (+25),1,35:00,12,18,.667,0,0,,8,8,1.000,1,11,12,8,0,3,3,3,32,31.7
30,1984-12-27,21-314,CHI,Home,CLE,W (+4),1,44:00,20,33,.606,0,1,.000,5,5,1.000,2,5,7,11,3,0,3,1,45,40.1
31,1984-12-29,21-316,CHI,Home,ATL,L (-3),1,39:00,7,18,.389,0,0,,7,9,.778,1,3,4,5,0,0,3,6,21,10.1
32,1985-01-02,21-320,CHI,Away,ATL,L (-14),1,34:00,10,14,.714,0,0,,5,6,.833,1,6,7,4,3,0,4,2,25,22.3
33,1985-01-04,21-322,CHI,Home,MIL,W (+5),1,38:00,9,16,.563,0,1,.000,4,5,.800,0,2,2,6,3,0,0,4,22,20.2
34,1985-01-05,21-323,CHI,Away,NYK,L (-6),1,42:00,16,25,.640,0,0,,10,11,.909,4,3,7,4,2,1,3,3,42,35.5
35,1985-01-09,21-327,CHI,Away,BOS,L (-3),1,42:00,12,24,.500,0,0,,12,13,.923,4,2,6,6,2,1,4,4,36,28.3
36,1985-01-11,21-329,CHI,Home,NYK,W (+16),1,30:00,8,14,.571,0,0,,7,7,1.000,2,4,6,5,2,0,5,3,23,18.3
37,1985-01-12,21-330,CHI,Away,CLE,L (-3),1,36:00,10,21,.476,0,1,.000,4,6,.667,4,8,12,3,1,0,3,5,24,15.8
38,1985-01-14,21-332,CHI,Home,DEN,W (+9),1,43:00,11,16,.688,0,0,,13,15,.867,2,12,14,15,3,1,6,3,35,39.4
39,1985-01-16,21-334,CHI,Away,NJN,L (-6),1,44:00,8,17,.471,0,1,.000,11,12,.917,1,6,7,7,2,0,6,3,27,20.1
40,1985-01-17,21-335,CHI,Home,CLE,W (+5),1,40:00,8,20,.400,0,0,,9,12,.750,0,4,4,6,2,2,3,4,25,17.2
41,1985-01-19,21-337,CHI,Away,IND,L (-3),1,41:00,15,27,.556,2,4,.500,6,8,.750,2,10,12,7,3,2,2,5,38,34.0
42,1985-01-22,21-340,CHI,Home,POR,W (+8),1,39:00,11,20,.550,0,1,.000,7,7,1.000,1,11,12,5,2,0,4,4,29,23.3
43,1985-01-25,21-343,CHI,Home,SEA,W (+17),1,37:00,6,15,.400,0,1,.000,10,10,1.000,2,2,4,8,4,2,1,3,22,24.7
44,1985-01-26,21-344,CHI,Home,ATL,W (+13),1,43:00,17,24,.708,0,0,,11,11,1.000,1,7,8,10,0,4,5,3,45,41.4
45,1985-01-29,21-347,CHI,Home,KCK,W (+6),1,38:00,11,17,.647,0,0,,4,6,.667,0,7,7,7,3,0,1,3,26,25.5
46,1985-01-30,21-348,CHI,Away,WSB,L (-11),1,41:00,12,19,.632,0,0,,14,15,.933,0,7,7,8,4,0,4,3,38,35.6
47,1985-02-01,21-350,CHI,Away,PHI,L (-11),1,37:00,9,16,.563,0,2,.000,13,14,.929,0,6,6,5,2,0,3,5,31,25.3
48,1985-02-05,21-354,CHI,Home,BOS,L (-4),1,45:00,14,25,.560,0,1,.000,13,14,.929,4,8,12,7,4,1,1,6,41,40.1
49,1985-02-07,21-356,CHI,Away,CLE,L (-9),1,38:00,8,17,.471,0,0,,7,8,.875,3,1,4,7,4,0,7,6,23,15.8
50,1985-02-12,21-361,CHI,Home,DET,W (+13),1,45:00,19,31,.613,0,0,,11,13,.846,7,8,15,5,4,0,6,5,49,40.9
51,1985-02-15,21-364,CHI,Home,IND,L (-18),1,37:00,8,20,.400,0,1,.000,1,2,.500,1,6,7,6,0,2,4,1,17,9.5
52,1985-02-17,22-000,CHI,Away,MIL,L (-20),1,34:00,9,15,.600,0,0,,8,8,1.000,2,1,3,3,2,1,5,1,26,20.2
53,1985-02-19,22-002,CHI,Home,LAL,L (-10),1,30:00,6,13,.462,0,2,.000,4,5,.800,4,2,6,8,0,0,3,5,16,12.9
54,1985-02-22,22-005,CHI,Away,BOS,L (-10),1,42:00,8,18,.444,0,0,,10,12,.833,1,3,4,7,3,0,3,3,26,21.1
55,1985-02-23,22-006,CHI,Home,GSW,W (+15),1,32:00,15,20,.750,0,0,,8,8,1.000,1,4,5,5,3,0,0,4,38,36.8
56,1985-02-26,22-009,CHI,Home,CLE,L (-5),1,48:00,12,27,.444,0,1,.000,4,4,1.000,3,6,9,5,0,0,1,4,28,18.7
57,1985-02-27,22-010,CHI,Away,DET,L (-9),1,35:00,8,17,.471,0,1,.000,8,9,.889,1,5,6,2,4,1,4,3,24,18.0
58,1985-03-01,22-012,CHI,Home,NYK,W (+5),1,38:00,6,15,.400,0,0,,9,12,.750,2,8,10,10,3,0,7,2,21,17.7
59,1985-03-03,22-014,CHI,Home,NJN,L (-4),1,41:00,13,21,.619,0,0,,11,12,.917,6,8,14,5,3,1,3,2,37,37.1
60,1985-03-05,22-016,CHI,Home,WSB,W (+5),1,44:00,12,23,.522,0,0,,13,17,.765,2,7,9,8,2,1,2,3,37,32.7
61,1985-03-06,22-017,CHI,Away,BOS,W (+3),1,42:00,13,28,.464,0,0,,7,7,1.000,2,5,7,3,5,2,5,2,33,24.2
62,1985-03-08,22-019,CHI,Home,LAC,W (+16),1,28:00,7,13,.538,1,2,.500,11,14,.786,2,6,8,7,0,1,1,3,26,25.1
63,1985-03-09,22-020,CHI,Home,UTA,L (-6),1,38:00,9,21,.429,1,1,1.000,9,16,.563,2,4,6,4,5,0,6,5,28,16.5
64,1985-03-11,22-022,CHI,Away,WSB,L (-7),1,34:00,6,14,.429,0,0,,9,10,.900,1,3,4,4,0,0,4,2,21,12.8
65,1985-03-12,22-023,CHI,Home,DET,W (+1),1,39:00,11,24,.458,0,1,.000,10,11,.909,3,5,8,4,1,0,5,2,32,20.8
66,1985-03-14,22-025,CHI,Away,NYK,L (-9),1,34:00,5,18,.278,0,0,,6,11,.545,1,2,3,8,1,0,1,3,16,9.1
67,1985-03-15,22-026,CHI,Home,PHO,W (+6),1,42:00,11,15,.733,0,0,,5,6,.833,1,8,9,14,2,2,6,3,27,29.6
68,1985-03-17,22-028,CHI,Home,MIL,W (+2),1,48:00,11,25,.440,0,3,.000,10,13,.769,6,5,11,16,1,1,3,5,32,31.3
69,1985-03-19,22-030,CHI,Away,HOU,L (-6),1,42:00,11,22,.500,0,0,,9,10,.900,2,2,4,7,2,1,7,3,31,21.0
70,1985-03-20,22-031,CHI,Away,SAS,L (-8),1,43:00,14,23,.609,0,1,.000,10,12,.833,3,4,7,4,3,0,2,5,38,31.8
71,1985-03-23,22-034,CHI,Away,DAL,W (+10),1,43:00,5,17,.294,0,0,,10,10,1.000,3,6,9,10,2,1,1,1,20,22.3
72,1985-03-24,22-035,CHI,Away,UTA,L (-18),1,35:00,9,24,.375,0,0,,8,11,.727,3,6,9,6,4,2,3,2,26,21.3
73,1985-03-26,22-037,CHI,Home,IND,W (+1),1,40:00,13,24,.542,0,1,.000,12,13,.923,4,5,9,5,3,0,3,5,38,31.8
74,1985-03-28,22-039,CHI,Away,CLE,L (-8),1,41:00,11,25,.440,1,3,.333,12,14,.857,4,4,8,10,2,0,2,4,35,30.5
75,1985-03-30,22-041,CHI,Home,PHI,L (-5),1,42:00,13,19,.684,1,1,1.000,11,13,.846,2,3,5,6,1,0,3,1,38,33.2
76,1985-04-02,22-044,CHI,Home,NJN,W (+14),1,44:00,12,19,.632,0,0,,7,8,.875,5,3,8,9,3,0,7,1,31,28.4
77,1985-04-03,22-045,CHI,Away,WSB,W (+9),1,40:00,12,19,.632,0,1,.000,1,3,.333,1,5,6,3,4,0,2,5,25,20.0
78,1985-04-05,22-047,CHI,Away,PHI,L (-3),1,38:00,13,21,.619,0,1,.000,14,15,.933,0,1,1,5,3,0,2,6,40,32.5
79,1985-04-06,22-048,CHI,Away,ATL,W (+3),1,43:00,12,18,.667,0,0,,9,9,1.000,2,5,7,4,3,2,7,4,33,26.7
80,1985-04-08,22-050,CHI,Away,IND,L (-4),1,39:00,6,20,.300,0,1,.000,10,14,.714,2,6,8,5,3,0,5,2,22,12.7
81,1985-04-12,22-054,CHI,Home,ATL,L (-11),1,36:00,11,16,.688,0,1,.000,6,7,.857,2,1,3,6,5,0,7,3,28,23.5
82,1985-04-13,22-055,CHI,Away,NJN,L (-12),1,40:00,9,24,.375,1,5,.200,10,11,.909,2,0,2,9,1,0,4,3,29,18.9
